CIN,Company Name,Company Status,RoC,Registration Number,Company Category,Company Sub Category,Class of Company,Date of Incorporation,Age of Company,Activity,Number of Members
U95000DL2008PTC183955,BRENTFORD SERVICES PRIVATE LIMITED,Active,RoC-Delhi,183955,Company limited by Shares,Non-govt company,Private,06 October 2008,"13 years, 5 month, 17 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000DL2009PTC194317,UNISERVE MANAGEMENT PRIVATE LIMITED,Active,RoC-Delhi,194317,Company limited by Shares,Non-govt company,Private,15 September 2009,"12 years, 6 month, 8 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000DL2011PTC215084,JANKI SECURITY SERVICES PRIVATE LIMITED,Active,RoC-Delhi,215084,Company limited by Shares,Non-govt company,Private,03 March 2011,"11 years, 0 month, 20 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000DL2011PTC224022,JAIN FACILITY MANAGEMENT PRIVATE LIMITED,Active,RoC-Delhi,224022,Company limited by Shares,Non-govt company,Private,23 August 2011,"10 years, 7 month, 0 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000DL2012PTC231311,SNOW PHOENIX TECHNOLOGY PRIVATE LIMITED,Active,RoC-Delhi,231311,Company limited by Shares,Non-govt company,Private,10 February 2012,"10 years, 1 month, 13 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000DL2012PTC235582,TOOKI SOLUTIONS SERVICES PRIVATE LIMITED,Active,RoC-Delhi,235582,Company limited by Shares,Non-govt company,Private,09 May 2012,"9 years, 10 month, 14 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000DL2012PTC236015,S&V MANAGEMENT SERVICES PRIVATE LIMITED,Active,RoC-Delhi,236015,Company limited by Shares,Non-govt company,Private,17 May 2012,"9 years, 10 month, 6 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000DL2013PTC248865,ATS SECURITY & HOUSEKEEPING SOLUTIONS PRIVATE LIMITED,Active,RoC-Delhi,248865,Company limited by Shares,Non-govt company,Private,28 February 2013,"9 years, 0 month, 23 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000DL2013PTC256587,MAGIC MOVEMENTS PRIVATE LIMITED,Active,RoC-Delhi,256587,Company limited by Shares,Non-govt company,Private,14 August 2013,"8 years, 7 month, 9 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000DL2015PTC277021,SHIV KUMAR MORYA DOMESTIC CONSULTANCY PRIVATE LIMITED,Active,RoC-Delhi,277021,Company limited by Shares,Non-govt company,Private,21 February 2015,"7 years, 1 month, 2 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000DL2018PTC329069,FAIR FROST BUSINESS SOLUTIONS PRIVATE LIMITED,Active,RoC-Delhi,329069,Company limited by Shares,Non-govt company,Private,02 February 2018,"4 years, 1 month, 21 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95007DL1998PTC091592,COMPACT SYSTEMS PRIVATE LIMITED,Active,RoC-Delhi,91592,Company limited by Shares,Non-govt company,Private,08 January 1998,"24 years, 2 month, 15 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95201DL2002PTC113789,KUSHAGRA BUILDERS PRIVATE LIMITED,Active,RoC-Delhi,113789,Company limited by Shares,Non-govt company,Private,11 January 2002,"20 years, 2 month, 12 days","ACTIVITIES OF PRIVATE HOUSEHOLDS AS EMPLOYERS OF DOMESTIC STAFF
Click here to see other companies involved in same activity.",-
U95201DL2003PTC122395,SMART REALTORS PRIVATE LIMITED,Active,RoC-Delhi,122395,Company limited by Shares,Non-govt company,Private,25 September 2003,"18 years, 5 month, 28 days","ACTIVITIES OF PRIVATE HOUSEHOLDS AS EMPLOYERS OF DOMESTIC STAFF
Click here to see other companies involved in same activity.",-
U95992DL1995PTC073615,SHATABADI CHITS PRIVATE LIMITED,Active,RoC-Delhi,73615,Company limited by Shares,Non-govt company,Private,08 November 1995,"26 years, 4 month, 15 days","ACTIVITIES OF PRIVATE HOUSEHOLDS AS EMPLOYERS OF DOMESTIC STAFF
Click here to see other companies involved in same activity.",-
U95992DL2000PTC107914,DIVYA JYOTI CHIT FUND PRIVATE LIMITED,Active,RoC-Delhi,107914,Company limited by Shares,Non-govt company,Private,26 September 2000,"21 years, 5 month, 27 days","ACTIVITIES OF PRIVATE HOUSEHOLDS AS EMPLOYERS OF DOMESTIC STAFF
Click here to see other companies involved in same activity.",-
U96000DL2011PTC224086,KUSHAL KARYASHALA PRIVATE LIMITED,Active,RoC-Delhi,224086,Company limited by Shares,Non-govt company,Private,24 August 2011,"10 years, 6 month, 30 days","Undifferenciated goods-producing activities of private households for own use. [Includes the undifferenciated subsistence goods-producing activities of households, that is the activities of households, that are engaged in a variety of activities that produce goods for their own subsistence. These activities include hunting and gathering, farming, the production of shelter and clothing and other goods produced by the household for its own subsistence. In application, if household are also engaged in the production of marketed goods, they are classified to the appropriate goods-producing industries of ISIC. If they are principally engaged in a specific goods-producing subsistence activity, they are classified to the appropriate goods-producing industry of NIC}
Click here to see other companies involved in same activity.",-
U96000DL2018PTC331547,WANTI OVERSEAS PRIVATE LIMITED,Active,RoC-Delhi,331547,Company limited by Shares,Non-govt company,Private,26 March 2018,"3 years, 11 month, 28 days","Undifferenciated goods-producing activities of private households for own use. [Includes the undifferenciated subsistence goods-producing activities of households, that is the activities of households, that are engaged in a variety of activities that produce goods for their own subsistence. These activities include hunting and gathering, farming, the production of shelter and clothing and other goods produced by the household for its own subsistence. In application, if household are also engaged in the production of marketed goods, they are classified to the appropriate goods-producing industries of ISIC. If they are principally engaged in a specific goods-producing subsistence activity, they are classified to the appropriate goods-producing industry of NIC}
Click here to see other companies involved in same activity.",-
U97000DL1998PTC094038,JAM SUPPORT SERVICES PRIVATE LIMITED,Active,RoC-Delhi,94038,Company limited by Shares,Non-govt company,Private,22 May 1998,"23 years, 10 month, 1 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U97000DL2014PTC267284,R R EXPRESS PRIVATE LIMITED,Active,RoC-Delhi,267284,Company limited by Shares,Non-govt company,Private,31 March 2014,"7 years, 11 month, 23 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U97000DL2016PTC298112,AEROBIC KITCHEN EXPERT PRIVATE LIMITED,Active,RoC-Delhi,298112,Company limited by Shares,Non-govt company,Private,29 March 2016,"5 years, 11 month, 25 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U97000DL2016PTC304723,STUDIO MEMONKEY DESIGNS PRIVATE LIMITED,Active,RoC-Delhi,304723,Company limited by Shares,Non-govt company,Private,22 August 2016,"5 years, 7 month, 1 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U97000DL2018PTC329213,WIPEME SMART SOLUTIONS PRIVATE LIMITED,Active,RoC-Delhi,329213,Company limited by Shares,Non-govt company,Private,07 February 2018,"4 years, 1 month, 16 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U97120DL2000PTC103771,PREM CAPITAL PRIVATE LIMITED,Active,RoC-Delhi,103771,Company limited by Shares,Non-govt company,Private,15 February 2000,"22 years, 1 month, 8 days","UNDIFFERENCIATED SERVICE-PRODUCING ACTIVITIES OF PRIVATE HOUSEHOLDS FOR OWN USE
Click here to see other companies involved in same activity.",-
U95000MH2001PTC132938,EMPOWER PERSONNEL SEARCH PRIVATE LIMITED,Active,RoC-Mumbai,132938,Company limited by Shares,Non-govt company,Private,01 August 2001,"20 years, 7 month, 22 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",5
U95000MH2003PTC138838,DIRT BUSTERS INDIA PRIVATE LIMITED,Active,RoC-Mumbai,138838,Company limited by Shares,Non-govt company,Private,24 January 2003,"19 years, 1 month, 30 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000MH2003PTC138902,OMKAR HOSPITALITY SERVICES PRIVATE LIMITED,Active,RoC-Mumbai,138902,Company limited by Shares,Non-govt company,Private,29 January 2003,"19 years, 1 month, 25 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000MH2008PTC185225,CLEVERBUYZ NETWORKS AND SYSTEMS PRIVATE LIMITED,Active,RoC-Mumbai,185225,Company limited by Shares,Non-govt company,Private,30 July 2008,"13 years, 7 month, 24 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000MH2010PTC199288,V3V SOLUTIONS PRIVATE LIMITED,Active,RoC-Mumbai,199288,Company limited by Shares,Non-govt company,Private,23 January 2010,"12 years, 2 month, 0 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000MH2010PTC210391,AMBIENCE UPKEEP MAINTENANCE HOUSE & ALLIED SERVICE PRIVATE LIMITED,Active,RoC-Mumbai,210391,Company limited by Shares,Non-govt company,Private,29 November 2010,"11 years, 3 month, 24 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000MH2011PTC217504,COMPLIT CARE & FACILITY MANAGEMENT PRIVATE LIMITED,Active,RoC-Mumbai,217504,Company limited by Shares,Non-govt company,Private,16 May 2011,"10 years, 10 month, 7 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000MH2011PTC223125,SHIVKRUPA SECURITY AND LABOUR SERVICES PRIVATE LIMITED,Active,RoC-Mumbai,223125,Company limited by Shares,Non-govt company,Private,17 October 2011,"10 years, 5 month, 6 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000MH2012PTC237633,I-CONCEPT BIZTRADE PRIVATE LIMITED,Active,RoC-Mumbai,237633,Company limited by Shares,Non-govt company,Private,07 November 2012,"9 years, 4 month, 16 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000MH2013PTC243415,SAMRADDHI FACILITIES MANAGEMENT PRIVATE LIMITED,Active,RoC-Mumbai,243415,Company limited by Shares,Non-govt company,Private,17 May 2013,"8 years, 10 month, 6 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000MH2015PTC266388,HELPPERZ SERVICES PRIVATE LIMITED,Active,RoC-Mumbai,266388,Company limited by Shares,Non-govt company,Private,07 July 2015,"6 years, 8 month, 16 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000PN2009PTC133935,VIJAYDURG INFRA PRIVATE LIMITED,Active,RoC-Pune,133935,Company limited by Shares,Non-govt company,Private,12 May 2009,"12 years, 10 month, 11 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000PN2013PTC149166,OSL FACILITIES PRIVATE LIMITED,Active,RoC-Pune,149166,Company limited by Shares,Non-govt company,Private,17 October 2013,"8 years, 5 month, 6 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000PN2019PTC181801,P24 SERVICES PROPERTY SOLUTIONS PRIVATE LIMITED,Active,RoC-Pune,181801,Company limited by Shares,Non-govt company,Private,30 January 2019,"3 years, 1 month, 24 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95112MH1996PTC255168,ANIRUDH DISTRIBUTORS PRIVATE LIMITED,Active,RoC-Mumbai,255168,Company limited by Shares,Non-govt company,Private,04 November 1996,"25 years, 4 month, 19 days","ACTIVITIES OF PRIVATE HOUSEHOLDS AS EMPLOYERS OF DOMESTIC STAFF
Click here to see other companies involved in same activity.",-
U95195MH2006PTC161393,BACK RX SPINE CARE PRIVATE LIMITED,Active,RoC-Mumbai,161393,Company limited by Shares,Non-govt company,Private,26 April 2006,"15 years, 10 month, 27 days","ACTIVITIES OF PRIVATE HOUSEHOLDS AS EMPLOYERS OF DOMESTIC STAFF
Click here to see other companies involved in same activity.",-
U95200MH1994PTC079635,ARJUN REALTORS PRIVATE LIMITED,Active,RoC-Mumbai,79635,Company limited by Shares,Non-govt company,Private,14 July 1994,"27 years, 8 month, 9 days","ACTIVITIES OF PRIVATE HOUSEHOLDS AS EMPLOYERS OF DOMESTIC STAFF
Click here to see other companies involved in same activity.",-
U95200MH1999PTC120587,AMRUT REALTORS PRIVATE LIMITED,Active,RoC-Mumbai,120587,Company limited by Shares,Non-govt company,Private,30 June 1999,"22 years, 8 month, 23 days","ACTIVITIES OF PRIVATE HOUSEHOLDS AS EMPLOYERS OF DOMESTIC STAFF
Click here to see other companies involved in same activity.",-
U95202MH1997PTC106835,NUPUR CINE EXHIBITERS PRIVATE LIMITED,Active,RoC-Mumbai,106835,Company limited by Shares,Non-govt company,Private,25 March 1997,"24 years, 11 month, 29 days","ACTIVITIES OF PRIVATE HOUSEHOLDS AS EMPLOYERS OF DOMESTIC STAFF
Click here to see other companies involved in same activity.",-
U95202PN1993PTC073644,G M KENJALE CONSTRUCTIONS PVT LTD,Active,RoC-Pune,73644,Company limited by Shares,Non-govt company,Private,26 August 1993,"28 years, 6 month, 28 days","ACTIVITIES OF PRIVATE HOUSEHOLDS AS EMPLOYERS OF DOMESTIC STAFF
Click here to see other companies involved in same activity.",-
U96000MH2015PTC265292,MANORAMA DESIGN PRIVATE LIMITED,Active,RoC-Mumbai,265292,Company limited by Shares,Non-govt company,Private,08 June 2015,"6 years, 9 month, 15 days","Undifferenciated goods-producing activities of private households for own use. [Includes the undifferenciated subsistence goods-producing activities of households, that is the activities of households, that are engaged in a variety of activities that produce goods for their own subsistence. These activities include hunting and gathering, farming, the production of shelter and clothing and other goods produced by the household for its own subsistence. In application, if household are also engaged in the production of marketed goods, they are classified to the appropriate goods-producing industries of ISIC. If they are principally engaged in a specific goods-producing subsistence activity, they are classified to the appropriate goods-producing industry of NIC}
Click here to see other companies involved in same activity.",-
U96000MH2018PTC312739,JEETPAKKI SOLUTIONS PRIVATE LIMITED,Active,RoC-Mumbai,312739,Company limited by Shares,Non-govt company,Private,13 August 2018,"3 years, 7 month, 10 days","Undifferenciated goods-producing activities of private households for own use. [Includes the undifferenciated subsistence goods-producing activities of households, that is the activities of households, that are engaged in a variety of activities that produce goods for their own subsistence. These activities include hunting and gathering, farming, the production of shelter and clothing and other goods produced by the household for its own subsistence. In application, if household are also engaged in the production of marketed goods, they are classified to the appropriate goods-producing industries of ISIC. If they are principally engaged in a specific goods-producing subsistence activity, they are classified to the appropriate goods-producing industry of NIC}
Click here to see other companies involved in same activity.",-
U96000PN2010PTC135260,GEM STONE PRODUCTS PRIVATE LIMITED,Active,RoC-Pune,135260,Company limited by Shares,Non-govt company,Private,01 January 2010,"12 years, 2 month, 22 days","Undifferenciated goods-producing activities of private households for own use. [Includes the undifferenciated subsistence goods-producing activities of households, that is the activities of households, that are engaged in a variety of activities that produce goods for their own subsistence. These activities include hunting and gathering, farming, the production of shelter and clothing and other goods produced by the household for its own subsistence. In application, if household are also engaged in the production of marketed goods, they are classified to the appropriate goods-producing industries of ISIC. If they are principally engaged in a specific goods-producing subsistence activity, they are classified to the appropriate goods-producing industry of NIC}
Click here to see other companies involved in same activity.",-
U96357MH1996PTC096357,SAI SHAKTI DEVELOPERS AND BUILDERS PRIVATE LIMITED,Active,RoC-Mumbai,96357,Company limited by Shares,Non-govt company,Private,17 January 1996,"26 years, 2 month, 6 days","UNDIFFERENCIATED GOODS-PRODUCING ACTIVITIES OF PRIVATE HOUSEHOLDS FOR OWN USE
Click here to see other companies involved in same activity.",-
U97000MH2008PLC183125,ENVERGY PROJECTS LIMITED,Active,RoC-Mumbai,183125,Company limited by Shares,Non-govt company,Public,03 June 2008,"13 years, 9 month, 20 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U97000MH2012PTC235023,NEO HOME AUTOMATION PRIVATE LIMITED,Active,RoC-Mumbai,235023,Company limited by Shares,Non-govt company,Private,28 August 2012,"9 years, 6 month, 26 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U97120MH1991PTC064567,NAISHADH INVESTMENT AND FINANCE P.LTD.,Active,RoC-Mumbai,64567,Company limited by Shares,Non-govt company,Private,19 December 1991,"30 years, 3 month, 4 days","UNDIFFERENCIATED SERVICE-PRODUCING ACTIVITIES OF PRIVATE HOUSEHOLDS FOR OWN USE
Click here to see other companies involved in same activity.",-
U97120MH2004PTC067828,MITHILESH INVESTMENT AND TRADING PRIVATE LIMITED,Active,RoC-Mumbai,67828,Company limited by Shares,Non-govt company,Private,30 September 2004,"17 years, 5 month, 23 days","UNDIFFERENCIATED SERVICE-PRODUCING ACTIVITIES OF PRIVATE HOUSEHOLDS FOR OWN USE
Click here to see other companies involved in same activity.",-
